customer_id_encoded,product_title_encoded,product_type_encoded
1536,"[129, 129, 133]","[6, 6, 4]"
1537,"[69, 129]","[2, 6]"
1538,"[23, 129, 28]","[4, 6, 4]"
1539,"[127, 129]","[4, 6]"
1540,"[133, 129]","[4, 6]"
1541,"[129, 133]","[6, 4]"
1542,"[129, 19, 45]","[6, 4, 4]"
1543,"[129, 139, 108]","[6, 4, 4]"
1544,"[108, 129, 104, 114]","[4, 6, 4, 4]"
1545,"[138, 86, 129]","[2, 2, 6]"
1546,"[114, 129]","[4, 6]"
1547,"[114, 129]","[4, 6]"
1548,"[128, 129]","[4, 6]"
1549,"[129, 104, 129, 128, 138, 129, 70, 135, 129, 129, 13, 114, 128, 129, 114, 129]","[6, 4, 6, 4, 2, 6, 2, 6, 6, 6, 2, 4, 4, 6, 4, 6]"
1550,"[104, 129]","[4, 6]"
1551,"[104, 129, 129, 133]","[4, 6, 6, 4]"
1552,"[128, 129, 16, 114]","[4, 6, 2, 4]"
1553,"[129, 133, 66]","[6, 4, 4]"
1554,"[43, 129]","[2, 6]"
1555,"[127, 126, 128, 97, 39, 138, 129, 52, 129]","[4, 2, 4, 2, 4, 2, 6, 2, 6]"
1556,"[129, 97]","[6, 2]"
1557,"[133, 129]","[4, 6]"
1558,"[100, 129]","[4, 6]"
1559,"[129, 67]","[6, 2]"
1560,"[114, 129]","[4, 6]"
1561,"[129, 128, 19, 127]","[6, 4, 4, 4]"
1562,"[129, 128, 131, 129, 37, 129]","[6, 4, 2, 6, 4, 6]"
1563,"[128, 129]","[4, 6]"
1564,"[16, 129, 129, 22, 138, 129]","[2, 6, 6, 6, 2, 6]"
1565,"[129, 128]","[6, 4]"
1566,"[129, 19]","[6, 4]"
1567,"[43, 129, 129, 131]","[2, 6, 6, 2]"
1568,"[129, 9]","[6, 0]"
1569,"[16, 129]","[2, 6]"
1570,"[97, 69, 43, 129, 129, 22]","[2, 2, 2, 6, 6, 6]"
1571,"[128, 129]","[4, 6]"
1572,"[19, 129]","[4, 6]"
1573,"[86, 129]","[2, 6]"
1574,"[129, 114, 23]","[6, 4, 4]"
1575,"[114, 66, 129]","[4, 4, 6]"
1576,"[129, 73, 129, 126, 46]","[6, 6, 6, 2, 2]"
1577,"[133, 129]","[4, 6]"
1578,"[108, 129]","[4, 6]"
1579,"[129, 114]","[6, 4]"
1580,"[129, 93, 129, 114, 127]","[6, 2, 6, 4, 4]"
1581,"[19, 129, 129, 19, 66]","[4, 6, 6, 4, 4]"
1582,"[129, 138]","[6, 2]"
1583,"[19, 76, 129]","[4, 2, 6]"
1584,"[129, 19]","[6, 4]"
1585,"[129, 108, 114, 31]","[6, 4, 4, 2]"
1586,"[127, 129]","[4, 6]"
1587,"[13, 129]","[2, 6]"
1588,"[104, 129]","[4, 6]"
1589,"[66, 129]","[4, 6]"
1590,"[37, 129]","[4, 6]"
1591,"[104, 129]","[4, 6]"
1592,"[128, 129]","[4, 6]"
1593,"[138, 129]","[2, 6]"
1594,"[37, 129]","[4, 6]"
1595,"[133, 129, 129, 30]","[4, 6, 6, 2]"
1596,"[129, 127]","[6, 4]"
1597,"[133, 129]","[4, 6]"
1598,"[131, 129, 16, 89]","[2, 6, 2, 2]"
1599,"[104, 129, 43, 129, 138, 129]","[4, 6, 2, 6, 2, 6]"
1600,"[129, 128, 127, 129, 38]","[6, 4, 4, 6, 2]"
1601,"[126, 129, 133, 140, 129]","[2, 6, 4, 1, 6]"
1602,"[133, 66, 4, 129]","[4, 4, 4, 6]"
1603,"[129, 88]","[6, 4]"
1604,"[129, 104]","[6, 4]"
1605,"[129, 104]","[6, 4]"
1606,"[133, 129]","[4, 6]"
1607,"[127, 129]","[4, 6]"
1608,"[133, 129]","[4, 6]"
1609,"[133, 129]","[4, 6]"
1610,"[129, 22]","[6, 6]"
1611,"[100, 129]","[4, 6]"
1612,"[28, 129]","[4, 6]"
1613,"[128, 129]","[4, 6]"
1614,"[129, 43, 135, 17, 129, 85, 129]","[6, 2, 6, 4, 6, 4, 6]"
1615,"[66, 129, 129, 54, 40, 129, 124, 129, 124]","[4, 6, 6, 6, 4, 6, 4, 6, 4]"
1616,"[17, 101, 129]","[4, 4, 6]"
1617,"[129, 118]","[6, 4]"
1618,"[129, 133]","[6, 4]"
1619,"[133, 129, 133, 114, 129, 129, 55]","[4, 6, 4, 4, 6, 6, 2]"
1620,"[134, 129, 129, 104]","[4, 6, 6, 4]"
1621,"[126, 19, 129]","[2, 4, 6]"
1622,"[129, 86, 129, 93, 129, 129, 54, 133]","[6, 2, 6, 2, 6, 6, 6, 4]"
1623,"[129, 133]","[6, 4]"
1624,"[129, 128]","[6, 4]"
1625,"[114, 129, 114, 129, 43]","[4, 6, 4, 6, 2]"
1626,"[129, 100]","[6, 4]"
1627,"[129, 48, 129]","[6, 6, 6]"
1628,"[129, 28, 135, 108, 72, 129, 39]","[6, 4, 6, 4, 2, 6, 4]"
1629,"[129, 128]","[6, 4]"
1630,"[133, 128, 129, 54, 127, 129, 128, 17, 54, 129, 128, 138, 129, 54, 129, 23]","[4, 4, 6, 6, 4, 6, 4, 4, 6, 6, 4, 2, 6, 6, 6, 4]"
1631,"[129, 101]","[6, 4]"
1632,"[59, 129, 59, 129]","[4, 6, 4, 6]"
1633,"[133, 114, 129]","[4, 4, 6]"
1634,"[129, 37]","[6, 4]"
1635,"[114, 129]","[4, 6]"
1636,"[129, 19]","[6, 4]"
1637,"[114, 129]","[4, 6]"
1638,"[128, 135, 129, 4]","[4, 6, 6, 4]"
1639,"[67, 86, 89, 129]","[2, 2, 2, 6]"
1640,"[129, 16]","[6, 2]"
1641,"[129, 135]","[6, 6]"
1642,"[114, 129]","[4, 6]"
1643,"[129, 133]","[6, 4]"
1644,"[66, 129]","[4, 6]"
1645,"[66, 129]","[4, 6]"
1646,"[104, 129, 138, 129]","[4, 6, 2, 6]"
1647,"[133, 129]","[4, 6]"
1648,"[128, 129]","[4, 6]"
1649,"[133, 129]","[4, 6]"
1650,"[129, 13]","[6, 2]"
1651,"[89, 129, 98, 43, 129, 22, 131, 129, 16, 129, 129, 131, 129]","[2, 6, 2, 2, 6, 2, 2, 6, 2, 6, 6, 2, 6]"
1652,"[45, 129]","[4, 6]"
1653,"[129, 104]","[6, 4]"
1654,"[33, 129]","[2, 6]"
1655,"[19, 129]","[4, 6]"
1656,"[129, 93, 133, 129]","[6, 2, 4, 6]"
1657,"[129, 23]","[6, 4]"
1658,"[129, 66]","[6, 4]"
1659,"[139, 129]","[4, 6]"
1660,"[131, 129]","[2, 6]"
1661,"[129, 135]","[6, 6]"
1662,"[129, 66]","[6, 4]"
1663,"[129, 131, 129, 86]","[6, 2, 6, 2]"
1664,[51],[6]
1665,"[129, 127]","[6, 4]"
1666,"[127, 129]","[4, 6]"
1667,"[129, 86]","[6, 2]"
1668,"[129, 133, 133, 129]","[6, 4, 4, 6]"
1669,"[66, 129]","[4, 6]"
1670,"[66, 129, 16, 129]","[4, 6, 2, 6]"
1671,"[129, 114, 129, 128]","[6, 4, 6, 4]"
1672,"[110, 129]","[2, 6]"
1673,"[129, 19]","[6, 4]"
1674,"[19, 129]","[4, 6]"
1675,"[129, 114]","[6, 4]"
1676,"[129, 66]","[6, 4]"
1677,"[19, 129, 28, 129, 119, 54]","[4, 6, 4, 6, 2, 6]"
1678,"[43, 129]","[2, 6]"
1679,"[129, 138, 126, 129]","[6, 2, 2, 6]"
1680,"[129, 133]","[6, 4]"
1681,"[134, 129]","[4, 6]"
1682,"[129, 86]","[6, 2]"
1683,"[129, 135]","[6, 6]"
1684,"[129, 133, 135]","[6, 4, 6]"
1685,"[39, 129]","[4, 6]"
1686,"[127, 129]","[4, 6]"
1687,"[129, 30, 39, 128, 129]","[6, 2, 4, 4, 6]"
1688,"[66, 129]","[4, 6]"
1689,"[129, 138]","[6, 2]"
1690,"[129, 19]","[6, 4]"
1691,"[129, 135]","[6, 6]"
1692,"[118, 45, 129, 53]","[4, 4, 6, 2]"
1693,"[128, 129, 114]","[4, 6, 4]"
1694,"[30, 129, 80]","[2, 6, 4]"
1695,"[129, 19]","[6, 4]"
1696,"[114, 129]","[4, 6]"
1697,"[114, 129]","[4, 6]"
1698,"[129, 23]","[6, 4]"
1699,"[129, 43]","[6, 2]"
1700,"[129, 133]","[6, 4]"
1701,"[128, 129, 138, 28]","[4, 6, 2, 4]"
1702,"[129, 128]","[6, 4]"
1703,"[28, 129]","[4, 6]"
1704,"[129, 127]","[6, 4]"
1705,"[129, 28]","[6, 4]"
1706,"[129, 114, 129, 133, 129, 118]","[6, 4, 6, 4, 6, 4]"
1707,"[30, 129]","[2, 6]"
1708,"[129, 133]","[6, 4]"
1709,"[127, 129]","[4, 6]"
1710,"[129, 28, 133, 129, 129, 133, 129, 133, 54, 133, 129, 133, 129]","[6, 4, 4, 6, 6, 4, 6, 4, 6, 4, 6, 4, 6]"
1711,"[129, 133]","[6, 4]"
1712,"[129, 133, 4]","[6, 4, 4]"
1713,"[129, 16]","[6, 2]"
1714,"[128, 129, 104]","[4, 6, 4]"
1715,"[33, 129]","[2, 6]"
1716,"[114, 129, 129, 43, 133, 129]","[4, 6, 6, 2, 4, 6]"
1717,"[129, 19]","[6, 4]"
1718,"[48, 129]","[6, 6]"
1719,"[129, 133]","[6, 4]"
1720,"[129, 28]","[6, 4]"
1721,"[129, 118]","[6, 4]"
1722,"[17, 129, 19]","[4, 6, 4]"
1723,"[133, 129]","[4, 6]"
1724,"[129, 128]","[6, 4]"
1725,"[3, 128, 129]","[4, 4, 6]"
1726,"[129, 138]","[6, 2]"
1727,"[129, 100, 4, 129, 127, 129]","[6, 4, 4, 6, 4, 6]"
1728,"[129, 133, 133, 129, 28, 129]","[6, 4, 4, 6, 4, 6]"
1729,"[129, 131, 128]","[6, 2, 4]"
1730,"[129, 126]","[6, 2]"
1731,"[30, 129]","[2, 6]"
1732,"[37, 129, 129, 134]","[4, 6, 6, 4]"
1733,"[17, 28, 129, 129, 21]","[4, 4, 6, 6, 2]"
1734,"[129, 114]","[6, 4]"
1735,"[129, 48]","[6, 6]"
1736,"[19, 129]","[4, 6]"
1737,"[114, 129, 128, 4, 129]","[4, 6, 4, 4, 6]"
1738,"[128, 129]","[4, 6]"
1739,"[28, 139, 129]","[4, 4, 6]"
1740,"[127, 129, 19, 98, 129]","[4, 6, 4, 2, 6]"
1741,"[66, 129]","[4, 6]"
1742,"[129, 28]","[6, 4]"
1743,"[37, 129]","[4, 6]"
1744,"[129, 4]","[6, 4]"
1745,"[129, 138]","[6, 2]"
1746,"[37, 28, 129]","[4, 4, 6]"
1747,"[129, 135]","[6, 6]"
1748,"[72, 43, 129]","[2, 2, 6]"
1749,"[133, 129]","[4, 6]"
1750,"[129, 23]","[6, 4]"
1751,"[129, 126]","[6, 2]"
1752,"[126, 129]","[2, 6]"
1753,"[129, 37]","[6, 4]"
1754,"[129, 19, 16, 129, 129, 54, 127]","[6, 4, 2, 6, 6, 6, 4]"
1755,"[128, 129]","[4, 6]"
1756,"[66, 129, 129, 114, 126, 129, 13]","[4, 6, 6, 4, 2, 6, 2]"
1757,"[19, 129]","[4, 6]"
1758,"[135, 129]","[6, 6]"
1759,"[127, 129, 108, 129]","[4, 6, 4, 6]"
1760,"[129, 19]","[6, 4]"
1761,"[129, 80]","[6, 4]"
1762,"[129, 133]","[6, 4]"
1763,"[139, 129]","[4, 6]"
1764,"[129, 101]","[6, 4]"
1765,"[114, 129]","[4, 6]"
1766,"[133, 129, 129, 133, 129, 133]","[4, 6, 6, 4, 6, 4]"
1767,"[48, 129, 133]","[6, 6, 4]"
1768,"[129, 127, 128, 129, 129, 138]","[6, 4, 4, 6, 6, 2]"
1769,"[4, 129]","[4, 6]"
1770,"[80, 129, 133, 129, 109, 67, 12]","[4, 6, 4, 6, 2, 2, 2]"
1771,"[129, 89, 129, 22]","[6, 2, 6, 2]"
1772,"[129, 133]","[6, 4]"
1773,"[129, 127, 118, 129]","[6, 4, 4, 6]"
1774,"[129, 40, 6]","[6, 4, 2]"
1775,"[129, 66]","[6, 4]"
1776,"[30, 129]","[2, 6]"
1777,"[114, 129, 89, 129]","[4, 6, 2, 6]"
1778,"[19, 129]","[4, 6]"
1779,"[108, 114, 129, 133, 133, 129, 114, 124]","[4, 4, 6, 4, 4, 6, 4, 4]"
1780,"[133, 129]","[4, 6]"
1781,"[129, 133]","[6, 4]"
1782,"[19, 129]","[4, 6]"
1783,"[129, 135, 129, 39, 43, 129]","[6, 6, 6, 4, 2, 6]"
1784,"[66, 129]","[4, 6]"
1785,"[129, 100, 129, 138]","[6, 4, 6, 2]"
1786,"[104, 128, 129]","[4, 4, 6]"
1787,"[4, 129]","[4, 6]"
1788,"[129, 13]","[6, 2]"
1789,"[129, 126]","[6, 2]"
1790,"[129, 114]","[6, 4]"
1791,"[129, 19, 129, 80]","[6, 4, 6, 4]"
1792,"[66, 129]","[4, 6]"
1793,"[129, 114]","[6, 4]"
1794,"[30, 129]","[2, 6]"
1795,"[72, 119, 129]","[2, 2, 6]"
1796,"[129, 133]","[6, 4]"
1797,"[19, 129, 129]","[4, 6, 6]"
1798,"[129, 118]","[6, 4]"
1799,"[135, 129]","[6, 6]"
1800,"[108, 129]","[4, 6]"
1801,"[19, 129]","[4, 6]"
1802,"[129, 88]","[6, 4]"
1803,"[66, 129]","[4, 6]"
1804,"[129, 114]","[6, 4]"
1805,"[129, 66]","[6, 4]"
1806,"[139, 129, 114, 129, 129, 133]","[4, 6, 4, 6, 6, 4]"
1807,"[129, 114]","[6, 4]"
1808,"[129, 126]","[6, 2]"
1809,"[129, 43]","[6, 2]"
1810,"[4, 129]","[4, 6]"
1811,"[127, 129]","[4, 6]"
1812,"[37, 129]","[4, 6]"
1813,"[104, 129, 129, 60]","[4, 6, 6, 4]"
1814,"[129, 101]","[6, 4]"
1815,"[128, 129]","[4, 6]"
1816,"[129, 114, 114, 129]","[6, 4, 4, 6]"
1817,"[128, 101, 39, 129, 114]","[4, 4, 4, 6, 4]"
1818,"[129, 97]","[6, 2]"
1819,"[129, 30]","[6, 2]"
1820,"[129, 39]","[6, 4]"
1821,"[133, 28, 129, 66]","[4, 4, 6, 4]"
1822,"[133, 129, 129, 114, 66, 129, 100, 129, 114, 129]","[4, 6, 6, 4, 4, 6, 4, 6, 4, 6]"
1823,"[129, 88, 127, 129, 133, 129, 114, 129]","[6, 4, 4, 6, 4, 6, 4, 6]"
1824,"[129, 128]","[6, 4]"
1825,"[104, 129, 129, 104]","[4, 6, 6, 4]"
1826,"[104, 129]","[4, 6]"
1827,"[86, 127, 128, 126, 129]","[2, 4, 4, 2, 6]"
1828,"[133, 129]","[4, 6]"
1829,"[129, 114]","[6, 4]"
1830,"[114, 129]","[4, 6]"
1831,"[104, 129, 129, 126]","[4, 6, 6, 2]"
1832,"[129, 66]","[6, 4]"
1833,"[28, 129]","[4, 6]"
1834,"[138, 129]","[2, 6]"
1835,"[129, 135, 129, 138]","[6, 6, 6, 2]"
1836,"[19, 129, 129, 138]","[4, 6, 6, 2]"
1837,"[129, 128]","[6, 4]"
1838,"[129, 138, 43, 129, 48]","[6, 2, 2, 6, 2]"
1839,"[129, 68]","[6, 4]"
1840,"[37, 129]","[4, 6]"
1841,"[114, 129, 88]","[4, 6, 4]"
1842,"[127, 129]","[4, 6]"
1843,"[129, 135]","[6, 6]"
1844,"[133, 4, 114, 129, 66]","[4, 4, 4, 6, 4]"
1845,"[100, 129]","[4, 6]"
1846,"[129, 19]","[6, 4]"
1847,"[138, 129]","[2, 6]"
1848,"[129, 133]","[6, 4]"
1849,"[129, 19, 66]","[6, 4, 4]"
1850,"[129, 135]","[6, 6]"
1851,"[55, 129]","[2, 6]"
1852,"[129, 133, 126, 129]","[6, 4, 2, 6]"
1853,"[129, 81]","[6, 4]"
1854,"[138, 28, 104, 129, 13, 129]","[2, 4, 4, 6, 2, 6]"
1855,"[129, 28, 128, 126, 129]","[6, 4, 4, 2, 6]"
1856,"[37, 129]","[4, 6]"
1857,"[69, 129, 76, 129, 129, 138, 126, 129, 129, 138, 126, 69, 129, 129, 76, 129, 138, 129, 54, 124, 124, 54, 129, 45, 129, 48, 86, 129, 46, 109, 129]","[2, 6, 2, 6, 6, 2, 2, 6, 6, 2, 2, 2, 6, 6, 2, 6, 2, 6, 6, 4, 4, 6, 6, 4, 6, 2, 2, 6, 2, 2, 6]"
1858,"[128, 129]","[4, 6]"
1859,"[127, 129, 129, 127]","[4, 6, 6, 4]"
1860,"[129, 80]","[6, 4]"
1861,"[80, 129]","[4, 6]"
1862,"[129, 80, 129, 66, 129, 80, 129, 114, 54, 54, 133, 129, 129, 124, 54, 129, 54, 28]","[6, 4, 6, 4, 6, 4, 6, 4, 6, 6, 4, 6, 6, 4, 6, 6, 6, 4]"
1863,"[128, 129]","[4, 6]"
1864,"[129, 45, 45, 129]","[6, 4, 4, 6]"
1865,"[133, 129, 114, 129, 129, 138, 54, 4, 129]","[4, 6, 4, 6, 6, 2, 6, 4, 6]"
1866,"[129, 126]","[6, 2]"
1867,"[129, 28]","[6, 4]"
1868,"[59, 129, 128, 131, 129]","[4, 6, 4, 2, 6]"
1869,"[55, 129, 129, 128]","[2, 6, 6, 4]"
1870,"[133, 129, 133, 129]","[4, 6, 4, 6]"
1871,"[126, 129, 127]","[2, 6, 4]"
1872,"[39, 129, 126, 129]","[4, 6, 2, 6]"
1873,"[129, 113, 13, 129, 22, 129, 97]","[6, 6, 2, 6, 2, 6, 2]"
1874,"[104, 98, 82, 66, 129, 88, 16, 129, 118, 131]","[4, 2, 2, 4, 6, 4, 2, 6, 4, 2]"
1875,"[4, 129]","[4, 6]"
1876,"[19, 129]","[4, 6]"
1877,"[86, 129]","[2, 6]"
1878,"[133, 129]","[4, 6]"
1879,"[128, 129, 128, 54]","[4, 6, 4, 6]"
1880,"[133, 129, 80, 129]","[4, 6, 4, 6]"
1881,"[128, 129]","[4, 6]"
1882,"[133, 129, 133, 145, 129, 129, 65, 129, 129, 65, 145, 129, 145]","[4, 6, 4, 6, 6, 6, 4, 6, 6, 4, 6, 6, 6]"
1883,"[114, 129]","[4, 6]"
1884,"[126, 129, 54, 128, 129]","[2, 6, 6, 4, 6]"
1885,"[129, 19]","[6, 4]"
1886,"[129, 19]","[6, 4]"
1887,"[129, 66]","[6, 4]"
1888,"[3, 129]","[4, 6]"
1889,"[126, 129]","[2, 6]"
1890,"[133, 114, 129]","[4, 4, 6]"
1891,"[128, 129]","[4, 6]"
1892,"[104, 129]","[4, 6]"
1893,"[135, 4, 129]","[6, 4, 6]"
1894,"[133, 129, 93, 129]","[4, 6, 2, 6]"
1895,"[108, 129]","[4, 6]"
1896,"[126, 45, 129]","[2, 2, 6]"
1897,"[19, 129]","[4, 6]"
1898,"[139, 129, 127, 135, 133, 129, 104, 115, 129]","[4, 6, 4, 6, 4, 6, 4, 4, 6]"
1899,"[129, 131]","[6, 2]"
1900,"[16, 129]","[2, 6]"
1901,"[129, 39]","[6, 4]"
1902,"[79, 129]","[4, 6]"
1903,"[133, 129]","[4, 6]"
1904,"[104, 69, 129]","[4, 2, 6]"
1905,"[114, 138, 128, 129, 16]","[4, 2, 4, 6, 2]"
1906,"[129, 127]","[6, 4]"
1907,"[129, 135]","[6, 6]"
1908,"[101, 129]","[4, 6]"
1909,"[100, 129]","[4, 6]"
1910,"[129, 128]","[6, 4]"
1911,"[104, 28, 133, 129, 19, 73, 69, 22, 129]","[4, 4, 4, 6, 4, 6, 2, 6, 6]"
1912,"[129, 101]","[6, 4]"
1913,"[131, 129]","[2, 6]"
1914,"[129, 19]","[6, 4]"
1915,"[129, 138]","[6, 2]"
1916,"[129, 48]","[6, 6]"
1917,"[129, 97, 48, 129, 38, 129, 129, 78, 24, 129, 97, 129, 28, 129, 54, 28, 129]","[6, 2, 2, 6, 2, 6, 6, 2, 2, 6, 2, 6, 4, 6, 6, 4, 6]"
1918,"[129, 133]","[6, 4]"
1919,"[81, 129]","[4, 6]"
1920,"[66, 129, 98, 129]","[4, 6, 2, 6]"
1921,"[129, 135]","[6, 6]"
1922,"[129, 66, 114, 128]","[6, 4, 4, 4]"
1923,[51],[6]
1924,"[43, 129]","[2, 6]"
1925,"[129, 66]","[6, 4]"
1926,"[13, 129, 129, 131, 57, 129, 64, 129]","[2, 6, 6, 2, 2, 6, 2, 6]"
1927,"[133, 129]","[4, 6]"
1928,"[129, 114]","[6, 4]"
1929,"[129, 135]","[6, 6]"
1930,"[104, 129]","[4, 6]"
1931,"[114, 73, 129]","[4, 6, 6]"
1932,"[129, 19, 129, 48]","[6, 4, 6, 2]"
1933,"[67, 129]","[2, 6]"
1934,"[129, 101]","[6, 4]"
1935,"[129, 66, 17, 114]","[6, 4, 4, 4]"
1936,"[138, 126, 129]","[2, 2, 6]"
1937,"[128, 129, 129, 23, 129, 30]","[4, 6, 6, 4, 6, 2]"
1938,"[135, 129]","[6, 6]"
1939,"[81, 129]","[4, 6]"
1940,"[129, 48]","[6, 6]"
1941,"[66, 129, 129, 70, 133, 48]","[4, 6, 6, 2, 4, 2]"
1942,"[19, 129, 129]","[4, 6, 6]"
1943,"[126, 129]","[2, 6]"
1944,"[129, 73]","[6, 2]"
1945,"[108, 129]","[4, 6]"
1946,"[129, 16]","[6, 2]"
1947,"[22, 129, 70, 129, 138, 126, 129, 76, 129, 129, 54, 127, 54, 129, 127, 129, 21, 87, 129]","[2, 6, 2, 6, 2, 2, 6, 2, 6, 6, 6, 4, 6, 6, 4, 6, 2, 1, 6]"
1948,"[97, 129, 129, 126, 129]","[2, 6, 6, 2, 6]"
1949,"[129, 38]","[6, 2]"
1950,"[53, 129, 129]","[2, 6, 6]"
1951,"[4, 80, 129, 23]","[4, 4, 6, 4]"
1952,"[129, 22, 129, 126, 86, 129]","[6, 2, 6, 2, 2, 6]"
1953,"[129, 126]","[6, 2]"
1954,"[16, 129, 38, 129, 133, 23, 114, 129, 128]","[2, 6, 2, 6, 4, 4, 4, 6, 4]"
1955,"[28, 129]","[4, 6]"
1956,"[76, 129, 131, 129, 133, 129, 66, 22]","[2, 6, 2, 6, 4, 6, 4, 2]"
1957,"[128, 127, 129, 54]","[4, 4, 6, 6]"
1958,"[128, 129, 66, 28, 39]","[4, 6, 4, 4, 4]"
1959,"[129, 127]","[6, 4]"
1960,"[129, 16]","[6, 2]"
1961,"[129, 37]","[6, 4]"
1962,"[139, 45, 129]","[4, 4, 6]"
1963,"[129, 43]","[6, 2]"
1964,"[80, 129]","[4, 6]"
1965,"[97, 129]","[2, 6]"
1966,"[86, 129]","[2, 6]"
1967,"[86, 129]","[2, 6]"
1968,"[129, 133]","[6, 4]"
1969,"[86, 129, 66, 133]","[2, 6, 4, 4]"
1970,"[126, 129, 46, 129, 73, 129, 82, 126, 129, 6]","[2, 6, 2, 6, 2, 6, 2, 2, 6, 2]"
1971,"[131, 129, 115, 50, 54, 129]","[2, 6, 4, 4, 6, 6]"
1972,"[129, 135]","[6, 6]"
1973,"[129, 126]","[6, 2]"
1974,"[129, 126]","[6, 2]"
1975,"[89, 129]","[2, 6]"
1976,"[4, 129]","[4, 6]"
1977,"[37, 129]","[4, 6]"
1978,"[129, 126]","[6, 2]"
1979,"[126, 129, 129, 138, 104, 129]","[2, 6, 6, 2, 4, 6]"
1980,"[133, 129]","[4, 6]"
1981,"[22, 129]","[2, 6]"
1982,"[131, 129, 43, 129]","[2, 6, 2, 6]"
1983,"[129, 128]","[6, 4]"
1984,"[86, 129]","[2, 6]"
1985,"[138, 129]","[2, 6]"
1986,"[126, 129, 133, 129]","[2, 6, 4, 6]"
1987,"[129, 13]","[6, 2]"
1988,"[101, 129, 101, 129]","[4, 6, 4, 6]"
1989,"[129, 23, 114, 129, 129, 101, 4, 129, 128, 54, 129]","[6, 4, 4, 6, 6, 4, 4, 6, 4, 6, 6]"
1990,"[131, 129, 76, 129, 129, 30]","[2, 6, 2, 6, 6, 2]"
1991,"[129, 126]","[6, 2]"
1992,"[55, 129]","[2, 6]"
1993,"[37, 129, 127, 129]","[4, 6, 4, 6]"
1994,"[129, 114]","[6, 4]"
1995,"[129, 138, 43, 129, 131, 126]","[6, 2, 2, 6, 2, 2]"
1996,"[129, 86, 69, 138, 131, 129, 16]","[6, 2, 2, 2, 2, 6, 2]"
1997,"[129, 133]","[6, 4]"
1998,"[129, 66, 31, 129, 133]","[6, 4, 2, 6, 4]"
1999,"[45, 138, 129, 6, 111, 129]","[2, 2, 6, 2, 2, 6]"
2000,"[129, 114, 13, 129]","[6, 4, 2, 6]"
2001,"[129, 126, 43, 129]","[6, 2, 2, 6]"
2002,"[129, 127]","[6, 4]"
2003,"[104, 129]","[4, 6]"
2004,"[129, 66]","[6, 4]"
2005,"[129, 101, 108]","[6, 4, 4]"
2006,"[126, 129, 45]","[2, 6, 4]"
2007,"[126, 129]","[2, 6]"
2008,"[129, 104, 129, 138]","[6, 4, 6, 2]"
2009,"[33, 129, 54, 129, 19, 129, 114]","[2, 6, 6, 6, 4, 6, 4]"
2010,"[129, 43]","[6, 2]"
2011,"[135, 129]","[6, 6]"
2012,"[133, 139, 129]","[4, 4, 6]"
2013,"[114, 129, 128, 129]","[4, 6, 4, 6]"
2014,"[129, 128]","[6, 4]"
2015,"[129, 114]","[6, 4]"
2016,"[129, 104]","[6, 4]"
2017,"[138, 129]","[2, 6]"
2018,"[129, 43]","[6, 2]"
2019,"[126, 55, 129, 138, 129, 31, 129]","[2, 2, 6, 2, 6, 2, 6]"
2020,"[13, 129]","[2, 6]"
2021,"[129, 43]","[6, 2]"
2022,"[129, 135, 129, 97, 129, 109, 129, 54, 135, 101, 54, 129, 129, 89]","[6, 6, 6, 2, 6, 2, 6, 6, 4, 4, 6, 6, 6, 2]"
2023,"[108, 129]","[4, 6]"
2024,"[118, 135, 104, 128, 129, 17, 129, 104, 37, 133]","[4, 6, 4, 4, 6, 4, 6, 4, 4, 4]"
2025,"[129, 43]","[6, 2]"
2026,"[129, 112]","[6, 2]"
2027,"[129, 30, 128]","[6, 2, 4]"
2028,"[73, 129, 129, 133, 53, 133, 129]","[2, 6, 6, 4, 2, 4, 6]"
2029,"[126, 129]","[2, 6]"
2030,"[86, 129, 52, 129]","[2, 6, 2, 6]"
2031,"[129, 128]","[6, 4]"
2032,"[97, 129, 20, 126, 129, 133, 129]","[2, 6, 2, 2, 6, 4, 6]"
2033,"[133, 129]","[4, 6]"
2034,"[80, 129]","[4, 6]"
2035,"[129, 19]","[6, 4]"
2036,"[13, 16, 129, 131]","[2, 2, 6, 2]"
2037,"[129, 37]","[6, 4]"
2038,"[129, 128]","[6, 4]"
2039,"[129, 138, 129, 48]","[6, 2, 6, 2]"
2040,"[138, 129, 48, 129]","[2, 6, 2, 6]"
2041,"[129, 126]","[6, 2]"
2042,"[129, 80]","[6, 4]"
2043,"[133, 133, 129, 126, 129, 127, 129, 129, 127]","[4, 4, 6, 2, 6, 4, 6, 6, 4]"
2044,"[126, 129]","[2, 6]"
2045,"[138, 129, 129]","[2, 6, 6]"
2046,"[129, 100, 100, 69, 69, 129, 129, 69, 69, 69, 69, 129, 129, 69, 69, 129, 69, 69, 129, 69, 69]","[6, 4, 4, 2, 2, 6, 6, 2, 2, 2, 2, 6, 6, 2, 2, 6, 2, 2, 6, 2, 2]"
2047,"[129, 39]","[6, 4]"
2048,"[113, 129]","[2, 6]"
2049,"[129, 28]","[6, 4]"
2050,"[129, 114]","[6, 4]"
2051,"[129, 128, 55, 129]","[6, 4, 2, 6]"
2052,"[86, 37, 129]","[2, 4, 6]"
2053,"[129, 28]","[6, 4]"
2054,"[39, 129]","[4, 6]"
2055,"[129, 126]","[6, 2]"
2056,"[129, 16]","[6, 2]"
2057,"[19, 129]","[4, 6]"
